CODE ISIN,Code Maroclear,Info,Société de Gestion,Nature juridique,Classification,Sensibilité,Indice Benchmark,Periodicite VL,Souscripteurs,Affectation des résultats,Commission de souscription, Commission de rachat,Frais de gestion,Dépositaire,Réseau placeur,AN,VL,YTD,1 jour,1 semaine,1 mois,3 mois,6 mois,1 an,2 ans,3 ans,5 ans,Normal
MA0000042202,4220,EMERGENCE EQUILIBRE,VALORIS MANAGEMENT,FCP,Diversifié,-,80% MBI Global + 20% MASI,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BMCE Bank,"VALORIS MANAGEMENT,VALORIS GROUP",3433319716.58,1933.97,0.05962249678108645,-0.0008317920209962,0.0009264147232659,0.012767138495698,0.06284863239925047,0.11977881998726196,0.2080064461323206,0.3213517077403441,-,-,MBI+MASI
MA0000042210,4221,EMERGENCE RENDEMENT PLUS,VALORIS MANAGEMENT,FCP,OMLT,(3  7),50% MBI MT + 50% MBI MLT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BMCE Bank,"VALORIS MANAGEMENT,VALORIS GROUP",6139856744.26,1079.13,0.011387279986504049,9.266809993530172e-06,0.0002039095012559,0.00428094143486,0.01663730486966196,0.04084762437547034,0.07495915846515531,0.1484260264350937,-,-,MBI
MA0000042228,4222,FCP CKG GARANTI,CDG CAPITAL GESTION,FCP,Contractuel,-,MONIA,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CDG,CD CAPITAL GESTION,3646849.38,1036.62,0.0027278003482297704,5.7883769391010105e-05,0.0003860184130781,0.0018943421027195,0.005577812915304549,0.011711658956491188,0.024702707511639527,-,-,-,MONIA
MA0000042236,4223,FSEC I CT,CDG CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",80% MBI CT et 20% MBI MT,Quotidienne,FNPP,Capitalisant,0.0,0.0,0.02,CDG,CD CAPITAL GESTION,495276924.53,1052.4,0.0036717371608412917,7.602250266093452e-05,0.000579963680963,0.0020375906918287,0.008625646923519264,0.01741122787343264,0.03607151295581643,-,-,-,MBI
MA0000042368,4236,UNIVERS OBLIGATIONS,WAFA GESTION,FCP,OMLT,"]1,1;13]",50% MBI MLT +50% MBI MT,Quotidienne,FNPP,Mixte,0.0,0.0,0.02,ATTIJARIWAFA BANK,WAFA GESTION,3568556479.23,1806.17,0.0026924699664691095,5.536883952456794e-05,0.0004486639783755,0.0033608870519744,0.010122646205126274,0.028394921141035197,0.06151007046682069,0.1382970007499701,0.11121570075058446,0.18004050699072272,MBI
MA0000042392,4239,WG RENDEMENT,WAFA GESTION,FCP,Diversifié,-,30% MASI R + 70% MBI GLOBAL,Quotidienne,FGP,Mixte,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,154393325.36,136664.76,0.04201262921676961,-0.0008488760160685,-0.0033617320861858,0.018959623733223,0.03831165131083612,0.06593065467982337,0.1364662486020231,0.251049271188028,0.17027037904444672,0.2863872011096468,MBI+MASI
MA0000042418,4241,WG BOND FUND,WAFA GESTION,FCP,OMLT,"]1,1 9]",100% MBI MLT,Quotidienne,FNPP,Mixte,0.0,0.0,0.02,ATTIJARIWAFA BANK,WAFA GESTION,327927595.05,1117.72,0.006982170689297909,0.0001879177814963,0.0006625006714533,0.0032942866119115,0.016127565955744657,0.03699030477339159,0.07495816422704808,0.10804675185629456,0.08491225345550553,-,MBI
MA0000042434,4243,CIH CASH,CIH CAPITAL MANAGEMENT,FCP,Monétaire,"[0  0,5[",MBI (CT) (20%)+TMP (80%),Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CIH,CIH,2014367115.07,1503.04,0.0034314707256825373,7.319036814748522e-05,0.0005258778498918,0.0020734300934042,0.007541275916851568,0.015252016265214816,0.03233605318827435,0.06260206859009251,0.07675334909377453,0.1181586210487944,MBI+TMP
MA0000042459,4245,CIH MONETAIRE PLUS,CIH CAPITAL MANAGEMENT,FCP,OCT,"[0,5  1,1[",MBI (CT) (80%)+MBI (MT) (20%),Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CIH,CIH,435997601.61,1542.15,0.003631464886077533,7.781949767521919e-05,0.0005774496191428,0.0020598058454301,0.008112489704132782,0.016076428924394724,0.03739505973522774,0.0710193139753731,0.07537341533827047,0.11917876815222836,MBI
MA0000042483,4248,CIH TRESORERIE,CIH CAPITAL MANAGEMENT,FCP,Monétaire,"[0  0,5[",MBI (CT) (50%)+TMP (50%),Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CIH,CIH,1618772.6,1417.68,0.0012147235797621593,3.527013395593668e-05,0.000225771857538,0.0008471704506947,0.0025670945157527025,0.006103273057597962,0.018119142518582366,0.04374714708524147,0.054444841128168546,0.08412672922067493,MBI+TMP
MA0000042491,4249,WINEO OCT PLUS,WINEO GESTION,FCP,OCT,"]0,5 1,1]",100% MBI CT,Quotidienne,FGP,Capitalisant,0.0,0.0,2.0,ATTIJARIWAFA BANK,WINEO GESTION,63524879.01,1025.49,0.0037389763818063077,7.801757345835054e-05,0.0006244816314583,0.0021988976193268,0.008824223822453103,0.02290205779378177,-,-,-,-,MBI
